,index,name,uri,wikipedia,abstract,cid,type,related_to,createdAt,abstract_contents,article_contents,category,super_category,relrel_concepts,link_ratio,entropy
93,193,Honours degree,,https://en.wikipedia.org/wiki/Honours degree,"""Honours degree"" has various meanings in the context of different degrees and education systems. Most commonly it refers to a variant of the undergraduate bachelor's degree containing a larger volume of material or a higher standard of study, or both, rather than an ""ordinary"", ""general"" or ""pass"" bachelor's degree. Honours degrees are sometimes indicated by ""Hons"" after the degree abbreviation, with various punctuation according to local custom, e.g. ""BA (Hons)"", ""B.A., Hons"", etc. In Canada, honours degrees may be indicated with an ""H"" preceding the degree abbreviation, e.g. ""HBA"" for Honours Bachelor of Arts or Honours Business Administration.
Examples of honours degree include the honors bachelor's degree in the United States; the bachelor's degree with honours in the United Kingdom, the Netherlands, Bangladesh, Hong Kong, and India; the honours bachelor's degree in Ireland; the bachelor with honours and bachelor honours degree in New Zealand; the bachelor with honours and honours bachelor's degree in Canada; and the bachelor honours degree in Australia. In South Africa the bachelor honours degree is a postgraduate degree that follows on from the completion of a bachelor's degree. The undergraduate master of arts degree awarded by the ancient universities of Scotland in place of the bachelor of arts may be awarded as an honours or non-honours degree; these are at the same level as equivalent bachelor's degrees. At master's level, the integrated master's degrees in British universities, which students enter at the same level as bachelor's degrees, are also honours degrees.
Many universities and colleges offer both honours and non-honours bachelor's degrees. In most countries where honours degrees are granted, they imply a higher level of achievement than a non-honours degree. In some countries (e.g. Australia), an honours degree may also involve a longer period of study than a non-honours degree. Students who complete all the requirements for a non-honours bachelor's degree but do not receive sufficient merit to be awarded an honours degree would normally be awarded a non-honours degree  (sometimes known as a ""pass"", ""general"" or ""ordinary"" degree), although students who do not complete the requirements for an integrated master's honours degree may receive a bachelor's honours degree. In England, Northern Ireland and Wales, almost all bachelor's degrees are awarded as honours degrees; in contrast, honours degrees are rarely awarded in the United States.
The current British undergraduate degree classification system, with its division into first, upper and lower second, and third class honours, was developed in 1918 to distinguish between students on the basis of their academic achievement. The concept of an ""honours"" degree goes back much further than this, however, as there were examinations for honours in the original regulations of the University of London in 1839, and Nevil Maskelyne being recorded as taking a bachelor's degree with honours at Cambridge in 1754. Other countries and territories influenced by this system include Australia, Brunei, Canada, New Zealand, Malta, Singapore, South Africa, The Netherlands and Hong Kong.",69b034ff4fe79d0745c1eecd_concept_2882407445236159066,related_concept,Latin honors,2025-05-13 10:28:06.199,"['University', 'Honours degree', 'British undergraduate degree classification']",[],set(),set(),0,9.216,0.2212036653669062
94,194,British undergraduate degree classification,,https://en.wikipedia.org/wiki/British undergraduate degree classification,"The British undergraduate degree classification system is a grading structure used for undergraduate degrees or bachelor's degrees and integrated master's degrees in the United Kingdom. The system has been applied, sometimes with significant variation, in other countries and regions.
The UK's university degree classification system, established in 1918, serves to recognize academic achievement beyond examination performance. Bachelor's degrees in the UK can either be honours or ordinary degrees, with honours degrees classified into First Class, Upper Second Class (2:1), Lower Second Class (2:2), and Third Class based on weighted averages of marks. The specific thresholds for these classifications can vary by institution. Integrated master's degrees follow a similar classification, and there is some room for discretion in awarding final classifications based on a student's overall performance and work quality.
The honours degree system has been subject to scrutiny owing to significant shifts in the distribution of classifications, leading to calls for reform. Concerns over grade inflation have been observed. The Higher Education Statistics Agency has documented changes, noting an increase in the proportion of First-Class and Upper-Second-Class honours degrees awarded; the percentage of First-Class Honours increased from 7% in 1997 to 26% in 2017. Critics argue this trend, driven partly by institutional pressures to maintain high league table rankings, dilutes the value of higher education and undermines public confidence. Despite improvements in teaching and student motivation contributing to higher grades, there is a sentiment that achieving a First or Upper-Second-Class Honours is no longer sufficient for securing desirable employment, pushing students towards extracurricular activities to enhance their curriculum vitae. The system affects progression to postgraduate education, with most courses requiring at least a 2:1, although work experience and additional qualifications can sometimes compensate for lower classifications. 
In comparison to international grading systems, the UK's classifications have equivalents in various countries, adapting to different academic cultures and grading scales. The ongoing debate over grade inflation and its implications for the UK's higher education landscape reflect broader concerns about maintaining academic standards and the value of university degrees in an increasingly competitive job market.",69b034ff4fe79d0745c1eecd_concept_7904510881800786079,related_concept,Latin honors,2025-05-13 10:28:06.199,"['British undergraduate degree classification', ""Bachelor's degree"", 'Statistic', 'Statistics']",[],set(),set(),0,5.016949152542373,1.4078056441575184e-305
95,195,Bachelor's degree,,https://en.wikipedia.org/wiki/Bachelor's degree,"A bachelor's degree (from Medieval Latin baccalaureus; or baccalaureate, from Modern Latin baccalaureatus) is an undergraduate degree awarded by higher education institutions upon completion of a course of study lasting three to six years (depending on the institution and academic discipline). The two most common bachelor's degrees are the Bachelor of Arts (BA) and the Bachelor of Science (BS or BSc). In some institutions and educational systems, certain bachelor's degrees can only be taken as graduate or postgraduate educations after a first degree has been completed, although more commonly the successful completion of a bachelor's degree is a prerequisite for further courses such as a master's or a doctorate.
In countries with qualifications frameworks, bachelor's degrees are normally one of the major levels in the framework (sometimes two levels where non-honours and honours bachelor's degrees are considered separately). However, some qualifications titled bachelor's degree may be at other levels (e.g., MBBS) and some qualifications with non-bachelor's titles may be classified as bachelor's degrees (e.g. the Scottish MA and Canadian MD).
The term bachelor in the 12th century referred to a knight bachelor, who was too young or poor to gather vassals under his own banner. By the end of the 13th century, it was also used by junior members of guilds or universities. By folk etymology or wordplay, the word baccalaureus came to be associated with bacca lauri (""laurel berry""); this is in reference to laurels being awarded for academic success or honours.
Under the British system, and those influenced by it, undergraduate academic degrees are differentiated between honours degrees (sometimes denoted by the addition of ""(Hons)"" after the degree abbreviation) and non-honours degrees (known variously as pass degrees, ordinary degrees or general degrees). An honours degree generally requires a higher academic standard than a pass degree, and in some systems an additional year of study beyond the non-honours bachelor's. Some countries, such as Australia, New Zealand,  South Africa and Canada, have a postgraduate ""bachelor with honours"" degree. This may be taken as a consecutive academic degree, continuing on from the completion of a bachelor's degree program in the same field, or as part of an integrated honours program. Programs like these typically require completion of a full year-long research thesis project.",69b034ff4fe79d0745c1eecd_concept_9101027550573488971,related_concept,Latin honors,2025-05-13 10:28:06.199,[],[],set(),set(),0,34.01937046004843,1.418502187677102e-305
96,196,Honorary degree,,https://en.wikipedia.org/wiki/Honorary degree,"An honorary degree is an academic degree for which a university (or other degree-awarding institution) has waived all of the usual requirements. It is also known by the Latin phrases honoris causa (""for the sake of the honour"") or ad honorem (""to the honour""). The degree is typically a doctorate or, less commonly, a master's degree, and may be awarded to someone who has no prior connection with the academic institution or no previous postsecondary education. An example of identifying a recipient of this award is as follows: Doctorate in Business Administration (Hon. Causa).
The degree is often conferred as a way of honouring a distinguished visitor's contributions to a specific field or to society in general.
Honorary doctorates are purely titular degrees in that they confer no rights on the recipient and carry with them no formal academic qualification. As such, it is always expected that such degrees be listed in one's curriculum vitae (CV) as an award, and not in the education section. With regard to the use of this honorific, the policies of institutions of higher education generally ask that recipients ""refrain from adopting the misleading title"" and that a recipient of an honorary doctorate should restrict the use of the title ""Dr"" before their name to any engagement with the institution of higher education in question and not within the broader community.",69b034ff4fe79d0745c1eecd_concept_3697511445433506380,related_concept,Latin honors,2025-05-13 10:28:06.199,['Doctorate'],[],set(),set(),0,13.094986807387862,1.4116674214235993e-305
97,197,Dean's list,,https://en.wikipedia.org/wiki/Dean's list,"A dean's list is an academic award, or distinction, used to recognize the highest level scholarship demonstrated by students in a college or university. This system is most often used in North America, though institutions in Europe, Asia, and Australia may also employ similar measures. It is often synonymous with honor roll and honor list, but should not be confused with honours degrees.
Generally, students enrolled in college or university would need to satisfy a series of specific requirements before receiving the dean's list. These requirements may differ across institutions, but in most cases will require students to enroll in a full-time capacity, to achieve a specific grade point average within the academic term, and to maintain a specific cumulative grade point average throughout enrollment. Universities may often establish further rewards, such as annual dean's lists, for students that demonstrate even greater academic distinction. As such, a dean's list and its direct derivatives are usually intended for students that demonstrate highest scholarship across multiple disciplines, and not necessarily bound to a specific field of study.
Over time, the dean's list has also led to the creation of additional awards with similar nomenclatures, including the provost's list, the chancellor's list, the rector's list (mostly limited to within Europe), and the director's list. The additional requirements to be met for such honors may include academic distinction within a target field of study, extracurricular achievements, continued high scholarship throughout enrollment or other noteworthy accomplishments.",69b034ff4fe79d0745c1eecd_concept_8000572881852457678,related_concept,Latin honors,2025-05-13 10:28:06.199,[],[],set(),set(),0,2.5142857142857142,0.1343266672852568
98,198,Master's degree,,https://en.wikipedia.org/wiki/Master's degree,"A master's degree (from Latin magister) is a postgraduate academic degree awarded by universities or colleges upon completion of a course of study demonstrating mastery or a high-order overview of a specific field of study or area of professional practice. A master's degree normally requires previous study at the bachelor's level, either as a separate degree or as part of an integrated course. Within the area studied, master's graduates are expected to possess advanced knowledge of a specialized body of theoretical and applied topics; high order skills in analysis, critical evaluation, or professional application; and the ability to solve complex problems and think rigorously and independently.",69b034ff4fe79d0745c1eecd_concept_7503961324551823364,related_concept,Latin honors,2025-05-13 10:28:06.199,[],[],set(),set(),0,53.776,0.12172243665627736
99,199,Academic grading in Finland,,https://en.wikipedia.org/wiki/Academic grading in Finland,This is an article on the grading that is used in Finland. Several systems are in use in different educational institutions in Finland.,69b034ff4fe79d0745c1eecd_concept_2887730120795657282,related_concept,Latin honors,2025-05-13 10:28:06.199,[],[],set(),set(),0,0.6451612903225806,0.25438752726434904
100,200,College,,https://en.wikipedia.org/wiki/College,"A college (Latin: collegium) may be a tertiary educational institution (sometimes awarding degrees), part of a collegiate university, an institution offering vocational education, a further education institution, or a secondary school.
In most of the world, a college may be a high school or secondary school, a college of further education, a training institution that awards trade qualifications, a higher-education provider that does not have university status (often without its own degree-awarding powers), or a constituent part of a university. In the United States, a college may offer undergraduate programs – either as an independent institution or as the undergraduate program of a university – or it may be a residential college of a university or a community college, referring to (primarily public) higher-education institution that aim to provide affordable and accessible education, usually limited to two-year associate degrees. The word ""college"" is also commonly used as a synonym for a university in the United States, and in phrases such as ""college students"" or ""going to college"" it is understood to mean any degree granting institution, whether denominated a school, an institute, a college, or a university.  
Colleges in countries such as France, Belgium, and Switzerland provide secondary education.",69b034ff4fe79d0745c1eecd_concept_5459242716675511925,related_concept,Latin honors,2025-05-13 10:28:06.199,['College'],[],set(),set(),0,220.05777777777777,1.407401898628924e-305
101,201,Matriculation examination,,https://en.wikipedia.org/wiki/Matriculation examination,"A matriculation examination or matriculation exam is a university entrance examination, which is typically held towards the end of secondary school. After passing the examination, a student receives a school leaving certificate recognising academic qualifications from secondary-level education. Depending on scores or grades achieved, a student may then matriculate to university to take up further studies.
The following matriculation examinations are conducted:

A-levels – in England, Wales, Northern Ireland and several Commonwealth countries
Abitur – in Germany and Lithuania.
Iranian University Entrance Exam - in Iran
Bacalaureat – in Romania and Moldova.
Baccalauréat – in France and many francophone countries.
Eindexamen – in the Netherlands.
Exit examination – in the United States.
Regents Exam – New York State, USA
Gaokao – in China.
Higher – in Scotland.
Higher Secondary School Certificate – in Bangladesh, India and Pakistan.
Hong Kong Diploma of Secondary Education - in Hong Kong
Hong Kong Advanced Level Examination - formerly in Hong Kong
International Baccalaureate Diploma – International.
ICFES exam – in Colombia
Leaving Certificate – in Ireland.
University of Dublin Matriculation Examination - for Trinity College Dublin
Matric – in South Africa and formerly in Australia.
Matura – in Albania, Austria, Bosnia and Herzegovina, Bulgaria, Croatia, Czech Republic, Hungary, Italy, Kosovo, Liechtenstein, North Macedonia, Montenegro, Poland, Serbia, Slovakia, Slovenia, Switzerland and Ukraine.
Prueba de Selección Universitaria – in Chile
Student degree – in the Nordic countries.
Studentereksamen, Danish student degree.
Studentexamen, Swedish student degree (abolished).
Generell Studiekompetanse, Norwegian student degree.
Stúdentspróf, Icelandic student degree.
Studentsprógv, Faroese student degree.
Ylioppilastutkinto or Studentexamen, Finnish student degree.
Bachillerato + Selectividad – in Spain.
Bagrut – in Israel.
Tawjihi – in Jordan and the Palestinian territories.
Riigieksamid — in Estonia.
Unified State Exam – in Russia.
University Entrance Examination – in Myanmar (Burma)
External independent testing - in Ukraine.
Unified National Testing - in Kazakhstan.
General Republican Testing - in Kyrgyzstan.
Unified State/National Exams - in Armenia and Georgia
Centralized Testing - in Belarus and Tajikistan
Unified Tertiary Matriculation Examination- in Nigeria.",69b034ff4fe79d0745c1eecd_concept_1716063936349515676,related_concept,Latin honors,2025-05-13 10:28:06.199,"['University', 'College']",[],set(),set(),0,1.71875,0.20930430824203122
102,202,Honors colleges and programs,,https://en.wikipedia.org/wiki/Honors colleges and programs,"An honors program is an undergraduate program in an institute of higher education providing exceptional scholars with supplemental or alternative curricular and non-curricular programs, privileges, special access, scholarships, and distinguished recognition. Originating in the United States, an honors college, typically a unit within a larger institution, offers honors programs to all students. Honors programs may be offered at public and private universities and community colleges.",69b034ff4fe79d0745c1eecd_concept_2567799987771162527,related_concept,Latin honors,2025-05-13 10:28:06.199,[],[],set(),set(),0,0.43478260869565216,1.4052587827664208e-305
103,203,Postgraduate education,,https://en.wikipedia.org/wiki/Postgraduate education,"Postgraduate education, graduate education, or graduate school consists of academic or professional degrees, certificates, diplomas, or other qualifications usually pursued by post-secondary students who have earned an undergraduate (bachelor's) degree.
The organization and structure of postgraduate education varies in different countries, as well as in different institutions within countries. The term ""graduate school"" or ""grad school"" is typically used in North America, while ""postgraduate"" is more common in the rest of the English-speaking world.
Graduate degrees can include master's and doctoral degrees, and other qualifications such as graduate diplomas, certificates and professional degrees. A distinction is typically made between graduate schools (where courses of study vary in the degree to which they provide training for a particular profession) and professional schools, which can include medical school, law school, business school, and other institutions of specialized fields such as nursing, speech–language pathology, engineering, or architecture. The distinction between graduate schools and professional schools is not absolute since various professional schools offer graduate degrees and vice versa.
Producing original research is a significant component of graduate studies in the humanities, natural sciences and social sciences. This research typically leads to the writing and defense of a thesis or dissertation. In graduate programs that are oriented toward professional training (e.g., MPA, MBA, JD, MD), the degrees may consist solely of coursework, without an original research or thesis component. Graduate students in the humanities, sciences and social sciences often receive funding from their university (e.g., fellowships or scholarships) or a teaching assistant position or other job; in the profession-oriented grad programs, students are less likely to get funding, and the fees are typically much higher.
Although graduate school programs are distinct from undergraduate degree programs, graduate instruction (in the US, Australia, and other countries) is often offered by some of the same senior academic staff and departments who teach undergraduate courses. Unlike in undergraduate programs, however, it is less common for graduate students to take coursework outside their specific field of study at the graduate or graduate entry level. At the doctorate programs, though, it is quite common for students to take courses from a wider range of study, for which some fixed portion of coursework, sometimes known as a residency, is typically required to be taken from outside the department and university of the degree-seeking candidate to broaden the research abilities of the student.",69b034ff4fe79d0745c1eecd_concept_26191205535335506,related_concept,Latin honors,2025-05-13 10:28:06.199,['Postgraduate education'],[],set(),set(),0,21.472934472934472,0.17080691291960193
104,204,Class rank,,https://en.wikipedia.org/wiki/Class rank,"Class rank is a measure of how a student's performance compares to other students in their class. It is commonly also expressed as a percentile. For instance, a student may have a GPA better than 750 of their classmates in a graduating class of 800, which would make their class rank approximately 50 out of 800.
In practical terms, class rank provides a relative performance benchmark rather than an absolute assessment of academic ability. It enables institutions, scholarship committees, and employers to quickly evaluate where a student stands within a defined peer group, especially when grading standards or curricula vary across schools. When expressed as a percentile, class rank further simplifies comparison by indicating the proportion of students a candidate has outperformed. As a result, class rank is often used as a strategic screening and differentiation tool in competitive academic and professional selection processes.",69b034ff4fe79d0745c1eecd_concept_5445165551624702954,related_concept,Latin honors,2025-05-13 10:28:06.199,['Class rank'],[],set(),set(),0,3.0,0.08464502564465301
105,205,Valedictorian,,https://en.wikipedia.org/wiki/Valedictorian,"Valedictorian is an academic title for the highest-performing student of a graduating class of an academic institution in the United States and Canada.
The valedictorian is generally determined by an academic institution's grade point average (GPA) system but other methods of selection may be factored in such as volunteer work, scholastic awards, research, and extra-curricular activity.",69b034ff4fe79d0745c1eecd_concept_4575196206947308127,related_concept,Latin honors,2025-05-13 10:28:06.199,['Valedictorian'],[],set(),set(),0,49.375,1.3991380958006567e-305
106,206,Academic grading in Italy,,https://en.wikipedia.org/wiki/Academic grading in Italy,"There are two grading systems used in Italy:
To someone familiar with both the Italian and the U.S. college systems, Italian grades are best translated into American grades (and vice versa) according to the following table:",69b034ff4fe79d0745c1eecd_concept_1211898325627243857,related_concept,Latin honors,2025-05-13 10:28:06.199,[],[],set(),set(),0,0.5827338129496403,0.20607435985142983
107,207,Honors student,,https://en.wikipedia.org/wiki/Honors student,An honors student or honor student is a student recognized for achieving high grades or high marks in their coursework at school.,69b034ff4fe79d0745c1eecd_concept_8544450892175170471,related_concept,Latin honors,2025-05-13 10:28:06.199,[],[],set(),set(),0,9.346153846153847,0.09364535723924387
108,208,Salutatorian,,https://en.wikipedia.org/wiki/Salutatorian,"Salutatorian is an academic title given in Armenia, the Philippines, Canada, Afghanistan and the United States to the second-highest-ranked graduate of the entire graduating class of a specific discipline. Only the valedictorian is ranked higher. This honor is traditionally based on grade point average (GPA) and number of credits taken, but consideration may also be given to other factors such as co-curricular and extracurricular activities. The title comes from the salutatorian's traditional role as the first speaker at a graduation ceremony, delivering the salutation (where the valedictorian, on the other hand, speaks last, delivering the valediction). In a high school setting, a salutatorian may also be asked to speak about the current graduating class or to deliver an invocation or benediction. In some instances, the salutatorian may even deliver an introduction for the valedictorian. The general themes of a salutation and valediction are usually of growth, outlook towards the future, and thankfulness.",69b034ff4fe79d0745c1eecd_concept_4774576931279696312,related_concept,Latin honors,2025-05-13 10:28:06.199,['Salutatorian'],[],set(),set(),0,5.0131578947368425,0.10499863144889961
109,209,Latin honors,,https://en.wikipedia.org/wiki/Latin honors,"Latin honors are a system of Latin phrases used in some colleges and universities to indicate the level of distinction with which an academic degree has been earned. The system is primarily used in the United States. It is also used in some Southeastern Asian countries with European colonial history, such as Indonesia and the Philippines, and African countries such as Zambia and South Africa, although sometimes translations of these phrases are used instead of the Latin originals. The honors distinction should not be confused with the honors degrees offered in some countries, or with honorary degrees. In countries that use Latin honors, they are normally awarded to undergraduate students earning bachelor's degrees and to law school graduates. They are not usually used for graduate students receiving master's or doctorate degrees. 
The Latin honors system has three standard levels (listed in order of increasing merit): cum laude, magna cum laude, and summa cum laude. The regulations of each college or university normally set out criteria that a student must meet in order to obtain a given honor. For example, the student might be required to achieve a specific class ranking, a specific grade point average, submit an honors thesis for evaluation, or be part of an honors program. Each school sets its own standards. Because these standards vary, the same level of Latin honors conferred by different institutions can represent different levels of achievement. Some institutions use non-Latin equivalents, while certain other institutions do not use honors at all, such as Massachusetts Institute of Technology (MIT), Yale Law School, and Stanford Law School.",69b034ff4fe79d0745c1eecd_concept_8703360528236769719,main_concept,,2025-05-13 10:28:06.199,['Latin honors'],[],set(),set(),0,14.68421052631579,0.0904557308120073
110,219,Occam learning,,https://en.wikipedia.org/wiki/Occam learning,"In computational learning theory, Occam learning is a model of algorithmic learning where the objective of the learner is to output a succinct representation of received training data. This is closely related to probably approximately correct (PAC) learning, where the learner is evaluated on its predictive power of a test set.
Occam learnability implies PAC learning, and for a wide variety of concept classes, the converse is also true: PAC learnability implies Occam learnability.",69b034ff4fe79d0745c1eecd_concept_2009377855679696605,related_concept,Probabilistic classification,2025-05-13 10:28:06.199,['Occam learning'],[],set(),set(),0,1.7464788732394365,0.8046139301908111
111,228,Probably approximately correct learning,,https://en.wikipedia.org/wiki/Probably approximately correct learning,"In computational learning theory, probably approximately correct (PAC) learning is a framework for mathematical analysis of machine learning. It was proposed in 1984 by Leslie Valiant.
In this framework, the learner receives samples and must select a generalization function (called the hypothesis) from a certain class of possible functions. The goal is that, with high probability (the ""probably"" part), the selected function will have low generalization error (the ""approximately correct"" part). The learner must be able to learn the concept given any arbitrary approximation ratio, probability of success, or distribution of the samples.
The model was later extended to treat noise (misclassified samples). 
An important innovation of the PAC framework is the introduction of computational complexity theory concepts to machine learning. In particular, the learner is expected to find efficient functions (time and space requirements bounded to a polynomial of the example size), and the learner itself must implement an efficient procedure (requiring an example count bounded to a polynomial of the concept size, modified by the approximation and likelihood bounds).",69b034ff4fe79d0745c1eecd_concept_2385827632130083353,related_concept,Probabilistic classification,2025-05-13 10:28:06.199,[],[],set(),set(),0,2.171974522292994,0.758226235168426
112,231,Mining (disambiguation),,https://en.wikipedia.org/wiki/Mining (disambiguation),"Mining is the extraction of geological materials from the Earth.
Deep sea mining, extraction from the ocean floor at depths below over 200 metres.
Mining may also refer to:

Mining, Austria, a municipality in Upper Austria
Mining (military), a siege tactic
Data mining, the process of extracting knowledge from a data set
Social media mining, extracting data from social media
Mining (cryptocurrency), the allocation of processing power for cryptocurrency transactions with the expectation of a reward
Bitcoin mining see Bitcoin network
Mianning, the Daoguang Emperor, eighth emperor of the Manchurian Qing dynasty",69b034ff4fe79d0745c1eecd_concept_432598321702327960,related_concept,Mining,2025-05-13 10:28:06.199,"['Mining', 'Data', 'Data mining']",[],set(),set(),0,0.45454545454545453,1.433782192724249e-305
113,232,Miner,,https://en.wikipedia.org/wiki/Miner,"A miner is a person who extracts ore, coal, chalk, clay, or other minerals from the earth through mining. There are two senses in which the term is used. In its narrowest sense, a miner is someone who works at the rock face; cutting, blasting, or otherwise working and removing the rock. In a broader sense, a ""miner"" is anyone working within a mine, not just a worker at the rock face.
Cave-ins, explosions, toxic air, and extreme temperatures are some of the most dangerous mining accidents. The overall long-term health effects of underground mining conditions is also a hazard. In some countries, miners lack social guarantees and in case of injury may be left to cope without assistance.
In regions with a long mining tradition, many communities have developed cultural traditions and aspects specific to the various regions, in the forms of particular equipment, symbolism, music, and the like.",69b034ff4fe79d0745c1eecd_concept_3915248679094745022,related_concept,Mining,2025-05-13 10:28:06.199,[],[],set(),set(),0,18.92,1.4284927363894363e-305
114,233,Mining in Asia,,https://en.wikipedia.org/wiki/Mining in Asia,"Mining in Asia involves the extraction of minerals and metals for commercial sale. However, the industry has its concerns ranging which include concerns about financial stability, labor rights, and the impact on the environment. There are several sustainability pathways that can be followed in the future to build methods to reduce environmental damage and maintain long-term operations.
Work and labor concerns are a pressing matter for this industry: low regulation amongst small mines can sometimes lead to exploitation of child labor and lower than fair wages. Additionally, work safety is not always at the forefront of concerns, which also stems from a lack of regulation for these smaller scale mines.
Pollution is another concern for industry researchers and professionals. The fumes and air waste can contaminate the air, making it hard to breathe and toxic around these areas. Additionally, as the waste mixes with ground water and liquids used for operation, they can pollute the soil and spread toxic materials to nearby water sources and residential areas. Furthermore, they can drastically change the physical features of a landscape, making it hard to utilize land and increasing the risk of flooding.",69b034ff4fe79d0745c1eecd_concept_6492683799085528315,related_concept,Mining,2025-05-13 10:28:06.199,"['Mining in Asia', 'Mining']",[],set(),set(),0,0.10028653295128939,0.14145226889360835
115,234,Mineral processing,,https://en.wikipedia.org/wiki/Mineral processing,"Mineral processing is the process of separating commercially valuable minerals from their ores in the field of extractive metallurgy. Depending on the processes used in each instance, it is often referred to as ore dressing or ore milling.
Beneficiation is any process that improves (benefits) the economic value of the ore by removing the gangue minerals, which results in a higher grade product (ore concentrate) and a waste stream (tailings). There are many different types of beneficiation, with each step furthering the concentration of the original ore. Key is the concept of recovery, the mass (or equivalently molar) fraction of the valuable mineral (or metal) extracted from the ore and carried across to the concentrate.
Processing of rare-earth minerals, often found in mineral sands, is often done by a mineral separation plant.",69b034ff4fe79d0745c1eecd_concept_1924821802138564473,related_concept,Mining,2025-05-13 10:28:06.199,"['Miner', 'Mineral processing', 'Process']",[],set(),set(),0,1.8,1.4308323870092124e-305
116,235,Environmental impact of mining,,https://en.wikipedia.org/wiki/Environmental impact of mining,"Environmental impact of mining can occur at local, regional, and global scales through direct and indirect mining practices. Mining can cause erosion, sinkholes, loss of biodiversity, or the contamination of soil, groundwater, and surface water by chemicals emitted from mining processes. These processes also affect the atmosphere through carbon emissions which contributes to climate change.
Some mining methods (lithium mining, phosphate mining, coal mining, mountaintop removal mining, and sand mining) may have such significant environmental and public health effects that mining companies in some countries are required to follow strict environmental and rehabilitation codes to ensure that the mined area returns to its original state. Mining can provide various advantages to societies, yet it can also spark conflicts, particularly regarding land use both above and below the surface.
Mining operations remain rigorous and intrusive, often resulting in significant environmental impacts on local ecosystems and broader implications for planetary environmental health. To accommodate mines and associated infrastructure, land is cleared extensively, consuming significant energy and water resources, emitting air pollutants, and producing hazardous waste.
According to The World Counts page ""The amount of resources mined from Earth is up from 39.3 billion tons in 2002. A 55 percent increase in less than 20 years. This puts Earth's natural resources under heavy pressure. We are already extracting 75 percent more than Earth can sustain in the long run.""",69b034ff4fe79d0745c1eecd_concept_3888153595753222500,related_concept,Mining,2025-05-13 10:28:06.199,"['Environmental impact of mining', 'Mining']",[],set(),set(),0,0.287378640776699,0.12379625933038699
117,236,Illegal mining,,https://en.wikipedia.org/wiki/Illegal mining,"Illegal mining is mining activity that is undertaken without state permission. Illegal mining is the extraction of precious metals/rocks without following the proper procedures to participate in legal mining activity. These procedures include permits and licenses for exploration of the land, mining and transportation,  as well as safety regulations concerning miners and other workers.
Unauthorized mining can be a subsistence activity, as is the case with artisanal mining, or it can belong to large-scale organized crime, spearheaded by illegal mining syndicates. On an international level, approximately 80 percent of small-scale mining operations can be categorized as illegal. Despite strategic developments towards ""responsible mining,"" even big companies can be involved in illegal mineral digging and extraction, if only on the financing side.
Large-scale mining operations are owned by large companies and use advanced technology to extract metals such as open-pit mining. Artisanal small-scale mining operations are often labour-intensive because miners do not tend to use machinery to extract the metals. Informal mining occurs when artisanal small-scale mining operations proceed without the proper legal licenses.
These operations are still illegal but it is not an indictable offence in the same manner as illegal mining operations organized by criminal groups. Criminally organized illegal mining are often large-scale operations that violate all applicable laws. Organized crime groups lead and control illegal mining activity in extremely rural areas where the state does not have full jurisdiction over the land. Corruption in privately owned large-scale mining and artisanal small-scale mining operations occurs because the operations delegate their power to local authorities.",69b034ff4fe79d0745c1eecd_concept_1286303529074467519,related_concept,Mining,2025-05-13 10:28:06.199,['Illegal mining'],[],set(),set(),0,9.673913043478262,1.4209219088979592e-305
118,237,Mining engineering,,https://en.wikipedia.org/wiki/Mining engineering,"Mining engineering is the extraction of minerals from the ground. It is associated with many other disciplines, such as mineral processing, exploration, excavation, geology, metallurgy, geotechnical engineering and surveying. A mining engineer may manage any phase of mining operations, from exploration and discovery of the mineral resources, through feasibility study, mine design, development of plans, production and operations to mine closure.",69b034ff4fe79d0745c1eecd_concept_4483064800608195696,related_concept,Mining,2025-05-13 10:28:06.199,"['Mining engineering', 'Mining']",[],set(),set(),0,1.427007299270073,0.17080178276251196
119,238,Industrial mineral,,https://en.wikipedia.org/wiki/Industrial mineral,"Industrial resources (minerals) are geological materials that are mined for their commercial value, which are not fuel (fuel minerals or mineral fuels) and are not sources of metals (metallic minerals) but are used in the industries based on their physical and/or chemical properties.
They are used in their natural state or after beneficiation either as raw materials or as additives in a wide range of applications.",69b034ff4fe79d0745c1eecd_concept_5739641338684069849,related_concept,Mining,2025-05-13 10:28:06.199,[],[],set(),set(),0,2.597826086956522,1.4255628887458173e-305
120,239,Open-pit mining,,https://en.wikipedia.org/wiki/Open-pit mining,"Open-pit mining, also known as open-cast or open-cut mining and in larger contexts mega-mining, is a surface mining technique that extracts rock or minerals from the earth.
Open-pit mines are used when deposits of commercially useful ore or rocks are found near the surface where the overburden is relatively thin. In contrast, deeper mineral deposits can be reached using underground mining.

This form of mining carries several risks to the health and safety of miners, and can have a significant negative impact on the environment.",69b034ff4fe79d0745c1eecd_concept_8225450282469425166,related_concept,Mining,2025-05-13 10:28:06.199,['Open-pit mining'],[],set(),set(),0,8.062992125984252,0.21641884025067154
